VehicleID,Time,LaneID,Lateral,Longitudinal,Speed,Speed_kph,Acceleration,VehicleLength,Width,Gap,Headway
2,9.600000000000001,4,0.0,116.79999999999984,16.0,57.6,0.0,5.7,1.7,0.0,2
3,9.600000000000001,4,0.0,86.39999999999995,16.0,57.6,0.0,5.7,1.7,0.0,2
4,9.600000000000001,4,0.0,56.00000000000003,16.0,57.6,0.0,5.7,1.7,0.0,2
5,9.600000000000001,4,0.0,25.600000000000005,16.0,57.6,0.0,5.7,1.7,0.0,2
1,9.700000000000001,4,0.0,148.79999999999973,16.0,57.6,0.0,5.7,1.7,0.0,2
2,9.700000000000001,4,0.0,118.39999999999984,16.0,57.6,0.0,5.7,1.7,0.0,2
3,9.700000000000001,4,0.0,87.99999999999994,16.0,57.6,0.0,5.7,1.7,0.0,2
4,9.700000000000001,4,0.0,57.60000000000003,16.0,57.6,0.0,5.7,1.7,0.0,2
5,9.700000000000001,4,0.0,27.200000000000006,16.0,57.6,0.0,5.7,1.7,0.0,2
1,9.8,4,0.0,150.39999999999972,16.0,57.6,0.0,5.7,1.7,0.0,2
2,9.8,4,0.0,119.99999999999983,16.0,57.6,0.0,5.7,1.7,0.0,2
3,9.8,4,0.0,89.59999999999994,16.0,57.6,0.0,5.7,1.7,0.0,2
4,9.8,4,0.0,59.20000000000003,16.0,57.6,0.0,5.7,1.7,0.0,2
5,9.8,4,0.0,28.800000000000008,16.0,57.6,0.0,5.7,1.7,0.0,2
1,9.9,4,0.0,151.99999999999972,16.0,57.6,0.0,5.7,1.7,0.0,2
2,9.9,4,0.0,121.59999999999982,16.0,57.6,0.0,5.7,1.7,0.0,2
3,9.9,4,0.0,91.19999999999993,16.0,57.6,0.0,5.7,1.7,0.0,2
4,9.9,4,0.0,60.80000000000003,16.0,57.6,0.0,5.7,1.7,0.0,2
5,9.9,4,0.0,30.40000000000001,16.0,57.6,0.0,5.7,1.7,0.0,2
6,10.0,4,0.0,0.0,16,57.6,0.0,5.7,1.7,0.0,2
